accuracy,loss,val_accuracy,val_loss,learning_rate
0.45504647493362427,2.0741052627563477,0.5924744606018066,1.4833095073699951,0.0010000000474974513
0.6323106288909912,1.3598383665084839,0.6670918464660645,1.1427372694015503,0.0010000000474974513
0.7057662010192871,1.08378005027771,0.7098214030265808,1.0648247003555298,0.0010000000474974513
0.7487044334411621,0.9142652750015259,0.7774234414100647,0.8088839054107666,0.0010000000474974513
0.7789750695228577,0.7933354377746582,0.7793367505073547,0.8262948989868164,0.0010000000474974513
0.8011844754219055,0.7195414304733276,0.8220663070678711,0.6672581434249878,0.0010000000474974513
0.8173891305923462,0.6591217517852783,0.8533163070678711,0.5451425909996033,0.0010000000474974513
0.8289051651954651,0.6098924875259399,0.8329081535339355,0.6005879044532776,0.0010000000474974513
0.8382824659347534,0.5646123886108398,0.8705357313156128,0.4769434630870819,0.0010000000474974513
0.8478242754936218,0.5320837497711182,0.8494898080825806,0.5532625913619995,0.0010000000474974513
0.8557209968566895,0.5142384171485901,0.8654336929321289,0.47629138827323914,0.0010000000474974513
0.8576951622962952,0.4897019863128662,0.8431122303009033,0.521589457988739,0.0010000000474974513
0.8620547652244568,0.48079830408096313,0.8775510191917419,0.4320959448814392,0.0010000000474974513
0.8730772137641907,0.4363200068473816,0.8762755393981934,0.41377025842666626,0.0010000000474974513
0.8698692321777344,0.4377741515636444,0.8539540767669678,0.5037689805030823,0.0010000000474974513
0.8858271241188049,0.4038526117801666,0.8769132494926453,0.4276222586631775,0.0010000000474974513
0.8870609402656555,0.3894783854484558,0.8705357313156128,0.47601956129074097,0.0010000000474974513
0.8837706446647644,0.39718103408813477,0.8769132494926453,0.44216880202293396,0.0010000000474974513
0.8888705968856812,0.3660469353199005,0.8877550959587097,0.3805505335330963,0.0010000000474974513
0.8931480050086975,0.36116209626197815,0.8616071343421936,0.47246021032333374,0.0010000000474974513
0.9011269211769104,0.34427255392074585,0.8852040767669678,0.38518762588500977,0.0010000000474974513
0.8992350101470947,0.3468499779701233,0.9017857313156128,0.3500903248786926,0.0010000000474974513
0.8937237858772278,0.3417104482650757,0.8858418464660645,0.4084651470184326,0.0010000000474974513
0.9032655954360962,0.32513880729675293,0.9113520383834839,0.30464035272598267,0.0010000000474974513
0.9057333469390869,0.3047031760215759,0.8947703838348389,0.37399864196777344,0.0010000000474974513
0.9041704535484314,0.3184795677661896,0.9081632494926453,0.30973076820373535,0.0010000000474974513
0.9077897667884827,0.31529805064201355,0.9043367505073547,0.3135344386100769,0.0010000000474974513
0.9119848608970642,0.2868308126926422,0.9151785969734192,0.3149704933166504,0.0010000000474974513
0.9149461388587952,0.2809871435165405,0.9081632494926453,0.33244243264198303,0.0010000000474974513
0.9375668168067932,0.19977687299251556,0.9400510191917419,0.22305874526500702,0.00020000000949949026
0.9468618631362915,0.17479750514030457,0.9470663070678711,0.2063315063714981,0.00020000000949949026
0.9503989219665527,0.16653774678707123,0.9438775777816772,0.20741334557533264,0.00020000000949949026
0.9502344131469727,0.16063104569911957,0.949617326259613,0.19143231213092804,0.00020000000949949026
0.9507279992103577,0.15614044666290283,0.9438775777816772,0.1958657056093216,0.00020000000949949026
0.9516327977180481,0.15106487274169922,0.9477040767669678,0.1937101185321808,0.00020000000949949026
0.9560747146606445,0.1487051397562027,0.9457908272743225,0.19070452451705933,0.00020000000949949026
0.9520440697669983,0.1474614441394806,0.9413265585899353,0.21523325145244598,0.00020000000949949026
0.954594075679779,0.14415110647678375,0.9502550959587097,0.18821080029010773,0.00020000000949949026
0.954429566860199,0.14211344718933105,0.9362244606018066,0.22593724727630615,0.00020000000949949026
0.960023045539856,0.12924960255622864,0.952168345451355,0.19411975145339966,0.00020000000949949026
0.9559101462364197,0.13832782208919525,0.9483418464660645,0.1937570720911026,0.00020000000949949026
0.959529459476471,0.13381651043891907,0.9457908272743225,0.19345077872276306,0.00020000000949949026
0.9596117734909058,0.12643790245056152,0.9451530575752258,0.21204286813735962,0.00020000000949949026
0.9646294116973877,0.11572705209255219,0.954081654548645,0.17903532087802887,4.0000002627493814e-05
0.965698778629303,0.10765126347541809,0.9547193646430969,0.17749038338661194,4.0000002627493814e-05
0.9665213227272034,0.10476510971784592,0.956632673740387,0.16706280410289764,4.0000002627493814e-05
0.9666035771369934,0.10633982717990875,0.9610969424247742,0.16491176187992096,4.0000002627493814e-05
0.963148832321167,0.1102016344666481,0.9553571343421936,0.17251341044902802,4.0000002627493814e-05
0.9650407433509827,0.10856203734874725,0.9579081535339355,0.16821154952049255,4.0000002627493814e-05
0.9681664705276489,0.10212080180644989,0.9591836929321289,0.16460998356342316,4.0000002627493814e-05
0.9668503999710083,0.1033317893743515,0.956632673740387,0.16878642141819,4.0000002627493814e-05
0.9668503999710083,0.1044773980975151,0.956632673740387,0.17590291798114777,4.0000002627493814e-05
0.9673439264297485,0.09868312627077103,0.9547193646430969,0.17851704359054565,4.0000002627493814e-05
0.9681664705276489,0.0986085832118988,0.9579081535339355,0.16847188770771027,4.0000002627493814e-05
0.9661923050880432,0.10337076336145401,0.952168345451355,0.1758662760257721,4.0000002627493814e-05
0.968742311000824,0.09673747420310974,0.954081654548645,0.17129461467266083,8.000000889296643e-06
0.9684954881668091,0.09652351588010788,0.956632673740387,0.16734087467193604,8.000000889296643e-06
0.9690713286399841,0.09503450244665146,0.9572703838348389,0.16843454539775848,8.000000889296643e-06
0.9699761271476746,0.09024583548307419,0.9591836929321289,0.16851846873760223,8.000000889296643e-06
0.9703051447868347,0.0928102657198906,0.9553571343421936,0.17021377384662628,8.000000889296643e-06
